"City, State",State,City,E,N,A,C,O
"Edwardsville, Illinois",Edwardsville,Illinois,0.02,-0.03,0.09,-0.01,-0.01
"Effingham, Illinois",Effingham,Illinois,0.01,0.03,-0.01,0.01,-0.03
"El Cajon, California",El Cajon,California,-0.03,-0.03,0.13,0.01,-0.05
"El Centro, California",El Centro,California,-0.01,-0.02,0.06,0.03,0.02
"El Cerrito, California",El Cerrito,California,-0.01,0.03,0.0,0.0,0.04
"El Dorado Hills, California",El Dorado Hills,California,0.01,-0.01,0.04,-0.01,0.02
"El Dorado, Arkansas",El Dorado,Arkansas,-0.02,0.02,0.01,0.04,0.02
"El Dorado, Kansas",El Dorado,Kansas,-0.01,0.03,0.01,0.05,-0.04
"El Monte, California",El Monte,California,-0.03,-0.0,0.08,-0.07,0.04
"El Paso, Texas",El Paso,Texas,-0.02,-0.02,-0.06,0.0,0.11
"El Reno, Oklahoma",El Reno,Oklahoma,-0.01,0.05,0.06,0.03,-0.02
"El Segundo, California",El Segundo,California,-0.02,0.02,-0.02,-0.03,0.05
"El Sobrante, California",El Sobrante,California,-0.01,-0.03,-0.01,0.01,-0.0
"Eldersburg, Maryland",Eldersburg,Maryland,-0.01,0.0,-0.0,-0.0,-0.05
"Elgin, Illinois",Elgin,Illinois,0.01,-0.03,-0.05,-0.04,-0.04
"Elizabeth City, North Carolina",Elizabeth City,North Carolina,-0.01,-0.01,0.02,0.02,0.01
"Elizabeth, New Jersey",Elizabeth,New Jersey,0.05,-0.02,-0.14,-0.04,0.01
"Elizabethton, Tennessee",Elizabethton,Tennessee,0.03,0.02,0.06,0.03,-0.08
"Elizabethtown, Kentucky",Elizabethtown,Kentucky,-0.07,0.1,-0.04,0.01,-0.06
"Elizabethtown, Pennsylvania",Elizabethtown,Pennsylvania,-0.01,0.05,-0.0,-0.0,-0.05
"Elk Grove Village, Illinois",Elk Grove Village,Illinois,0.0,0.07,-0.0,-0.03,-0.13
"Elk Grove, California",Elk Grove,California,-0.02,-0.04,0.09,-0.02,-0.06
"Elk River, Minnesota",Elk River,Minnesota,0.01,-0.03,0.11,0.02,-0.11
"Elkhart, Indiana",Elkhart,Indiana,0.01,0.07,0.11,0.01,-0.07
"Elkins, West Virginia",Elkins,West Virginia,0.0,0.04,-0.02,0.0,0.02
"Elko, Nevada",Elko,Nevada,-0.02,0.02,-0.04,-0.0,-0.05
"Elkridge, Maryland",Elkridge,Maryland,-0.02,0.07,-0.01,-0.03,-0.06
"Elkton, Maryland",Elkton,Maryland,-0.03,0.08,-0.05,-0.05,-0.04
"Ellensburg, Washington",Ellensburg,Washington,-0.05,0.01,0.01,-0.01,-0.05
"Ellenwood, Georgia",Ellenwood,Georgia,0.01,0.03,-0.06,0.01,0.02
"Ellicott City, Maryland",Ellicott City,Maryland,-0.03,0.01,0.04,-0.01,-0.06
"Ellijay, Georgia",Ellijay,Georgia,0.01,0.03,0.04,-0.01,-0.02
"Ellsworth, Maine",Ellsworth,Maine,-0.02,0.04,0.04,-0.02,0.0
"Ellwood City, Pennsylvania",Ellwood City,Pennsylvania,-0.03,0.07,0.01,-0.01,-0.01
"Elmhurst, Illinois",Elmhurst,Illinois,0.01,0.02,-0.0,-0.02,0.04
"Elmhurst, New York",Elmhurst,New York,-0.01,0.0,-0.02,-0.07,-0.03
"Elmira, New York",Elmira,New York,-0.07,0.09,-0.05,0.03,-0.18
"Elmont, New York",Elmont,New York,0.02,-0.01,-0.03,-0.03,-0.02
"Elmwood Park, Illinois",Elmwood Park,Illinois,0.02,0.05,0.02,-0.02,-0.1
"Elmwood Park, New Jersey",Elmwood Park,New Jersey,0.01,-0.01,-0.0,0.04,0.0
"Elwood, Indiana",Elwood,Indiana,-0.03,0.03,-0.01,-0.0,-0.04
"Elyria, Ohio",Elyria,Ohio,-0.05,0.05,-0.01,0.01,-0.0
"Emmaus, Pennsylvania",Emmaus,Pennsylvania,-0.02,0.04,-0.02,-0.0,0.0
"Emmett, Idaho",Emmett,Idaho,-0.01,-0.0,0.0,-0.0,-0.02
"Emporia, Kansas",Emporia,Kansas,0.02,0.02,0.02,-0.02,-0.09
"Encinitas, California",Encinitas,California,-0.01,0.01,0.0,-0.04,0.12
"Encino, California",Encino,California,0.03,0.05,0.02,-0.0,0.02
"Endicott, New York",Endicott,New York,-0.03,0.04,0.05,0.04,0.02
"Enfield, Connecticut",Enfield,Connecticut,-0.01,0.09,0.01,0.01,-0.06
"Englewood, Colorado",Englewood,Colorado,-0.02,-0.01,0.03,-0.01,-0.01
"Englewood, Florida",Englewood,Florida,-0.02,0.03,0.02,-0.01,-0.02
"Englewood, New Jersey",Englewood,New Jersey,0.02,-0.01,-0.09,-0.04,0.04
"Englewood, Ohio",Englewood,Ohio,0.01,0.03,0.02,-0.03,-0.07
"Enid, Oklahoma",Enid,Oklahoma,0.01,0.03,0.07,0.03,-0.06
"Ennis, Texas",Ennis,Texas,-0.0,0.01,0.02,0.01,0.0
"Enola, Pennsylvania",Enola,Pennsylvania,-0.02,0.02,0.03,0.0,-0.03
"Enterprise, Alabama",Enterprise,Alabama,0.03,-0.03,0.04,0.02,-0.04
"Enumclaw, Washington",Enumclaw,Washington,-0.01,0.02,0.01,0.03,-0.09
"Ephrata, Pennsylvania",Ephrata,Pennsylvania,-0.02,0.06,-0.04,-0.03,-0.19
"Erie, Pennsylvania",Erie,Pennsylvania,0.0,0.09,-0.0,0.02,-0.04
"Erlanger, Kentucky",Erlanger,Kentucky,0.01,0.03,0.02,-0.04,-0.05
"Escanaba, Michigan",Escanaba,Michigan,-0.05,0.08,0.0,0.01,-0.1
"Escondido, California",Escondido,California,-0.05,0.02,0.01,-0.01,-0.02
"Essex Junction, Vermont",Essex Junction,Vermont,-0.01,0.01,-0.01,0.01,-0.04
"Essex, Maryland",Essex,Maryland,-0.01,0.07,-0.01,-0.03,-0.12
"Estacada, Oregon",Estacada,Oregon,-0.01,0.04,0.05,0.01,-0.05
"Euclid, Ohio",Euclid,Ohio,0.06,-0.04,0.02,-0.0,0.02
"Eugene, Oregon",Eugene,Oregon,-0.03,-0.01,0.05,-0.07,0.09
"Euless, Texas",Euless,Texas,-0.01,-0.02,0.08,-0.03,0.02
"Eunice, Louisiana",Eunice,Louisiana,0.02,0.04,0.04,-0.01,-0.04
"Eureka, California",Eureka,California,-0.03,-0.01,0.07,-0.01,0.05
"Eureka, Missouri",Eureka,Missouri,-0.02,-0.02,0.04,-0.02,-0.06
"Eustis, Florida",Eustis,Florida,0.03,0.01,-0.02,-0.02,0.02
"Evans, Georgia",Evans,Georgia,0.03,-0.02,0.04,-0.05,0.01
"Evanston, Illinois",Evanston,Illinois,0.02,-0.02,-0.05,-0.05,0.14
"Evanston, Wyoming",Evanston,Wyoming,-0.02,-0.01,-0.03,-0.01,-0.1
"Evansville, Indiana",Evansville,Indiana,-0.03,0.02,0.02,0.0,-0.04
"Everett, Massachusetts",Everett,Massachusetts,0.0,0.02,-0.06,-0.01,0.02
"Everett, Washington",Everett,Washington,-0.04,0.04,-0.02,-0.05,0.01
"Evergreen Park, Illinois",Evergreen Park,Illinois,-0.03,-0.01,0.02,-0.0,-0.06
"Evergreen, Colorado",Evergreen,Colorado,0.03,-0.08,0.05,-0.0,-0.01
"Ewa Beach, Hawaii",Ewa Beach,Hawaii,-0.01,-0.06,0.06,-0.02,0.05
"Ewing, New Jersey",Ewing,New Jersey,-0.0,-0.01,0.0,0.03,0.03
"Excelsior Springs, Missouri",Excelsior Springs,Missouri,0.01,0.01,-0.02,0.03,-0.06
"Exeter, New Hampshire",Exeter,New Hampshire,-0.01,0.02,0.01,0.0,-0.06
"Exton, Pennsylvania",Exton,Pennsylvania,-0.01,0.02,0.01,-0.02,-0.07
"Fair Lawn, New Jersey",Fair Lawn,New Jersey,0.02,-0.02,0.07,0.02,0.03
"Fair Oaks, California",Fair Oaks,California,-0.02,0.02,0.02,-0.01,-0.04
"Fairbanks, Alaska",Fairbanks,Alaska,-0.04,0.02,-0.01,-0.0,0.04
"Fairborn, Ohio",Fairborn,Ohio,-0.03,0.04,-0.0,-0.01,-0.07
"Fairfax Station, Virginia",Fairfax Station,Virginia,-0.01,0.01,0.02,-0.04,0.06
"Fairfax, Virginia",Fairfax,Virginia,-0.04,0.05,-0.01,-0.04,0.01
"Fairfield, California",Fairfield,California,-0.02,-0.05,0.06,0.01,0.1
"Fairfield, Connecticut",Fairfield,Connecticut,0.03,0.02,-0.01,-0.07,0.02
"Fairfield, Iowa",Fairfield,Iowa,-0.03,0.05,0.02,-0.0,-0.04
"Fairfield, Ohio",Fairfield,Ohio,-0.04,0.03,-0.01,-0.02,0.06
"Fairhaven, Massachusetts",Fairhaven,Massachusetts,-0.03,0.02,0.07,0.0,-0.09
"Fairhope, Alabama",Fairhope,Alabama,0.02,0.02,0.02,-0.01,0.08
"Fairless Hills, Pennsylvania",Fairless Hills,Pennsylvania,0.03,0.02,-0.03,0.01,-0.01
"Fairmont, Minnesota",Fairmont,Minnesota,-0.01,0.02,0.03,0.03,-0.11
"Fairmont, West Virginia",Fairmont,West Virginia,0.01,0.03,0.01,-0.04,-0.02
"Fairport, New York",Fairport,New York,-0.02,0.06,0.01,0.0,-0.04
"Fairview Park, Ohio",Fairview Park,Ohio,-0.02,-0.01,0.05,0.02,-0.05
"Fairview, Tennessee",Fairview,Tennessee,0.01,-0.09,0.04,0.03,0.03
"Fall River, Massachusetts",Fall River,Massachusetts,0.0,0.11,0.04,-0.05,-0.06
"Fallbrook, California",Fallbrook,California,-0.01,-0.05,-0.01,-0.01,-0.08
"Fallon, Nevada",Fallon,Nevada,-0.03,0.03,-0.02,0.01,0.02
"Falls Church, Virginia",Falls Church,Virginia,-0.02,0.02,-0.02,-0.02,0.02
"Falmouth, Massachusetts",Falmouth,Massachusetts,-0.02,0.05,0.0,0.01,0.02
"Far Rockaway, New York",Far Rockaway,New York,0.02,-0.01,-0.08,0.02,0.09
"Fargo, North Dakota",Fargo,North Dakota,-0.01,0.01,0.03,-0.05,0.01
"Faribault, Minnesota",Faribault,Minnesota,0.0,-0.06,0.09,-0.0,0.06
"Farmingdale, New York",Farmingdale,New York,0.01,0.04,-0.01,-0.06,-0.02
"Farmington Hills, Michigan",Farmington Hills,Michigan,0.04,-0.05,0.02,-0.01,-0.07
"Farmington, Connecticut",Farmington,Connecticut,0.02,0.01,0.06,0.03,-0.0
"Farmington, Michigan",Farmington,Michigan,0.03,-0.04,0.04,0.01,-0.01
"Farmington, Minnesota",Farmington,Minnesota,-0.04,0.05,0.07,-0.02,-0.09
"Farmington, Missouri",Farmington,Missouri,-0.02,0.02,0.02,0.02,-0.03
"Farmington, New Mexico",Farmington,New Mexico,-0.03,0.02,0.05,0.03,-0.07
"Farmington, Utah",Farmington,Utah,0.02,0.01,0.05,-0.02,-0.02
"Farmingville, New York",Farmingville,New York,-0.01,-0.02,-0.01,-0.02,-0.06
"Fayetteville, Arkansas",Fayetteville,Arkansas,-0.04,0.05,0.07,-0.01,0.03
"Fayetteville, Georgia",Fayetteville,Georgia,-0.02,-0.01,0.08,0.0,-0.15
"Fayetteville, North Carolina",Fayetteville,North Carolina,0.04,-0.05,-0.03,0.02,0.02
"Federal Way, Washington",Federal Way,Washington,0.03,-0.04,0.09,-0.02,-0.02
"Fenton, Michigan",Fenton,Michigan,0.02,0.01,0.03,0.0,-0.03
"Fenton, Missouri",Fenton,Missouri,0.0,0.06,0.07,0.01,-0.08
"Fergus Falls, Minnesota",Fergus Falls,Minnesota,-0.04,-0.01,0.07,-0.02,-0.17
"Fernandina Beach, Florida",Fernandina Beach,Florida,-0.0,0.03,0.0,-0.03,0.01
"Ferndale, Michigan",Ferndale,Michigan,0.0,0.07,-0.01,-0.02,-0.0
"Ferndale, Washington",Ferndale,Washington,-0.01,-0.02,0.02,0.01,0.04
"Festus, Missouri",Festus,Missouri,-0.01,0.06,0.02,0.01,-0.13
"Findlay, Ohio",Findlay,Ohio,-0.07,0.01,-0.0,0.03,-0.04
"Fishers, Indiana",Fishers,Indiana,-0.01,-0.0,0.06,-0.02,-0.0
"Fitchburg, Massachusetts",Fitchburg,Massachusetts,-0.04,0.08,-0.03,-0.05,-0.03
"Flagstaff, Arizona",Flagstaff,Arizona,-0.02,0.01,0.05,0.01,0.15
"Flemington, New Jersey",Flemington,New Jersey,0.03,-0.05,-0.03,0.01,-0.01
"Flint, Michigan",Flint,Michigan,0.06,-0.07,-0.09,0.06,0.02
"Floral Park, New York",Floral Park,New York,0.0,0.03,-0.02,0.01,-0.02
"Florence, Alabama",Florence,Alabama,-0.04,-0.02,0.05,0.01,0.04
"Florence, Kentucky",Florence,Kentucky,0.02,-0.06,0.07,0.02,-0.06
"Florence, Mississippi",Florence,Mississippi,0.01,-0.0,0.05,-0.02,-0.07
"Florence, South Carolina",Florence,South Carolina,-0.01,-0.03,0.02,0.03,-0.05
"Florida, NULL",Florida,NULL,-0.02,0.05,-0.06,-0.01,0.02
"Florissant, Missouri",Florissant,Missouri,-0.0,-0.03,0.01,0.01,-0.07
"Flower Mound, Texas",Flower Mound,Texas,-0.01,-0.01,0.06,-0.06,0.06
"Flowery Branch, Georgia",Flowery Branch,Georgia,0.03,0.01,0.07,-0.02,-0.05
"Floyds Knobs, Indiana",Floyds Knobs,Indiana,0.02,-0.04,0.04,0.0,-0.03
"Flushing, Michigan",Flushing,Michigan,0.0,0.01,0.04,0.02,-0.04
"Flushing, New York",Flushing,New York,-0.04,0.04,-0.11,-0.11,0.04
"Foley, Alabama",Foley,Alabama,-0.01,0.04,0.04,0.0,-0.04
"Folsom, California",Folsom,California,-0.03,0.12,-0.02,-0.0,-0.06
"Fond Du Lac, Wisconsin",Fond Du Lac,Wisconsin,-0.04,0.04,0.08,0.01,-0.15
"Fontana, California",Fontana,California,-0.03,-0.05,0.06,0.01,0.04
"Forest Grove, Oregon",Forest Grove,Oregon,-0.02,-0.01,0.06,-0.0,-0.01
"Forest Hills, New York",Forest Hills,New York,-0.0,0.0,-0.07,0.02,0.01
"Forest Lake, Minnesota",Forest Lake,Minnesota,0.03,-0.0,0.05,0.01,-0.07
"Forest Park, Georgia",Forest Park,Georgia,-0.01,0.03,-0.0,0.03,-0.01
"Forestville, Maryland",Forestville,Maryland,-0.02,0.03,-0.05,-0.0,-0.01
"Forks, Washington",Forks,Washington,-0.01,0.18,-0.08,-0.07,0.01
"Forney, Texas",Forney,Texas,0.0,0.02,0.02,0.02,0.03
"Forrest City, Arkansas",Forrest City,Arkansas,0.04,-0.03,0.06,0.03,-0.06
"Forsyth, Georgia",Forsyth,Georgia,0.02,0.01,0.0,0.01,-0.01
"Fort Atkinson, Wisconsin",Fort Atkinson,Wisconsin,-0.03,0.04,0.09,0.01,-0.03
"Fort Bragg, North Carolina",Fort Bragg,North Carolina,0.03,0.06,0.0,-0.03,-0.05
"Fort Campbell, Kentucky",Fort Campbell,Kentucky,-0.05,0.09,-0.05,-0.01,-0.01
"Fort Collins, Colorado",Fort Collins,Colorado,-0.12,-0.01,0.01,-0.01,0.06
"Fort Dodge, Iowa",Fort Dodge,Iowa,-0.03,0.03,0.0,-0.04,-0.1
"Fort Hood, Texas",Fort Hood,Texas,-0.02,0.03,-0.07,0.02,-0.01
"Fort Lauderdale, Florida",Fort Lauderdale,Florida,0.03,-0.12,-0.05,0.07,0.13
"Fort Lee, New Jersey",Fort Lee,New Jersey,0.03,-0.01,0.01,-0.0,-0.03
"Fort Madison, Iowa",Fort Madison,Iowa,-0.02,0.06,0.0,-0.01,-0.1
"Fort Mill, South Carolina",Fort Mill,South Carolina,0.03,-0.01,0.06,-0.03,-0.08
"Fort Myers, Florida",Fort Myers,Florida,0.01,-0.07,-0.01,0.04,0.05
"Fort Payne, Alabama",Fort Payne,Alabama,-0.01,0.02,0.01,0.02,0.04
"Fort Pierce, Florida",Fort Pierce,Florida,0.0,0.02,-0.01,0.03,0.03
"Fort Scott, Kansas",Fort Scott,Kansas,0.01,-0.01,0.03,0.01,-0.05
"Fort Smith, Arkansas",Fort Smith,Arkansas,0.02,-0.01,0.03,0.01,0.02
"Fort Thomas, Kentucky",Fort Thomas,Kentucky,0.0,0.02,0.0,0.0,-0.01
"Fort Walton Beach, Florida",Fort Walton Beach,Florida,-0.03,0.01,0.04,-0.02,-0.03
"Fort Washington, Maryland",Fort Washington,Maryland,0.01,-0.08,-0.03,0.03,0.01
"Fort Wayne, Indiana",Fort Wayne,Indiana,-0.05,-0.02,0.04,0.07,-0.06
"Fort Worth, Texas",Fort Worth,Texas,-0.03,-0.05,0.03,0.01,-0.01
"Fortuna, California",Fortuna,California,0.0,-0.02,0.08,0.01,-0.01
"Foster City, California",Foster City,California,0.01,0.03,-0.02,-0.04,-0.04
"Fostoria, Ohio",Fostoria,Ohio,-0.03,0.08,0.0,-0.03,-0.06
"Fountain Hills, Arizona",Fountain Hills,Arizona,-0.0,-0.0,0.01,-0.02,-0.07
"Fountain Valley, California",Fountain Valley,California,0.03,-0.03,0.08,-0.09,-0.03
"Fowlerville, Michigan",Fowlerville,Michigan,0.0,0.03,-0.01,0.0,-0.07
"Foxborough, Massachusetts",Foxborough,Massachusetts,-0.0,-0.0,0.06,-0.0,-0.04
"Framingham, Massachusetts",Framingham,Massachusetts,-0.03,0.04,-0.03,-0.04,-0.05
"Frankfort, Illinois",Frankfort,Illinois,0.01,-0.01,-0.01,-0.01,-0.03
"Frankfort, Indiana",Frankfort,Indiana,0.02,0.05,0.01,0.06,-0.09
"Frankfort, Kentucky",Frankfort,Kentucky,-0.04,0.12,-0.11,0.03,-0.07
"Franklin Park, Illinois",Franklin Park,Illinois,0.02,0.02,-0.0,-0.03,-0.02
"Franklin, Indiana",Franklin,Indiana,-0.01,0.07,0.02,0.03,-0.08
"Franklin, Massachusetts",Franklin,Massachusetts,-0.04,0.07,-0.05,-0.02,-0.01
"Franklin, New Jersey",Franklin,New Jersey,-0.0,-0.03,0.03,-0.03,0.01
"Franklin, North Carolina",Franklin,North Carolina,0.01,-0.04,0.04,0.04,0.01
"Franklin, Ohio",Franklin,Ohio,0.03,-0.02,0.04,-0.01,-0.04
"Franklin, Pennsylvania",Franklin,Pennsylvania,-0.03,0.04,0.03,-0.01,-0.03
"Franklin, Tennessee",Franklin,Tennessee,0.03,-0.0,0.08,-0.03,-0.05
"Franklin, Wisconsin",Franklin,Wisconsin,0.01,-0.0,0.06,-0.02,-0.09
"Franklinville, New Jersey",Franklinville,New Jersey,0.04,-0.01,0.04,-0.01,-0.05
"Fraser, Michigan",Fraser,Michigan,0.04,0.04,0.03,0.02,-0.01
"Frederick, Maryland",Frederick,Maryland,-0.03,0.03,0.01,-0.05,-0.07
"Fredericksburg, Texas",Fredericksburg,Texas,0.01,0.06,0.02,-0.02,-0.04
"Fredericksburg, Virginia",Fredericksburg,Virginia,-0.03,0.04,0.01,0.02,0.03
"Fredonia, New York",Fredonia,New York,-0.04,0.08,-0.04,-0.04,-0.04
"Freehold, New Jersey",Freehold,New Jersey,0.04,-0.02,-0.07,-0.02,-0.03
"Freeport, Illinois",Freeport,Illinois,0.02,0.01,0.03,-0.01,-0.05
"Freeport, New York",Freeport,New York,0.03,0.05,-0.07,-0.05,-0.04
"Fremont, California",Fremont,California,-0.02,-0.02,-0.0,-0.05,0.02
"Fremont, Michigan",Fremont,Michigan,-0.03,0.04,0.03,-0.01,-0.03
"Fremont, Nebraska",Fremont,Nebraska,-0.06,0.07,0.01,-0.04,-0.08
"Fremont, Ohio",Fremont,Ohio,0.0,-0.03,0.0,0.03,-0.03
"Fresh Meadows, New York",Fresh Meadows,New York,-0.02,0.03,-0.03,-0.02,-0.1
"Fresno, California",Fresno,California,0.0,-0.04,0.05,-0.02,0.07
"Fridley, Minnesota",Fridley,Minnesota,0.01,0.04,0.02,-0.01,-0.03
"Friendswood, Texas",Friendswood,Texas,0.03,0.01,-0.04,0.01,0.05
"Frisco, Texas",Frisco,Texas,0.04,-0.04,0.05,-0.0,-0.01
"Front Royal, Virginia",Front Royal,Virginia,0.0,0.02,0.07,0.04,-0.07
"Fullerton, California",Fullerton,California,-0.02,-0.0,0.01,-0.04,0.05
"Fulton, Mississippi",Fulton,Mississippi,0.01,0.02,-0.02,-0.0,0.02
"Fulton, Missouri",Fulton,Missouri,0.01,0.01,-0.01,-0.02,-0.07
"Fulton, New York",Fulton,New York,-0.03,0.05,-0.03,-0.02,-0.04
"Fuquay-varina, North Carolina",Fuquay-varina,North Carolina,-0.06,0.04,-0.0,-0.03,-0.07
"Gadsden, Alabama",Gadsden,Alabama,-0.01,0.03,0.03,0.0,0.03
"Gaffney, South Carolina",Gaffney,South Carolina,-0.01,0.04,-0.1,0.0,-0.15
"Gahanna, Ohio",Gahanna,Ohio,0.01,-0.01,0.09,-0.01,0.0
"Gainesville, Florida",Gainesville,Florida,0.01,-0.01,-0.02,0.0,0.14
"Gainesville, Georgia",Gainesville,Georgia,-0.02,0.05,0.04,0.03,0.0
"Gainesville, Texas",Gainesville,Texas,0.0,0.04,0.03,-0.0,-0.07
"Gaithersburg, Maryland",Gaithersburg,Maryland,-0.02,0.01,0.0,-0.06,0.01
"Galax, Virginia",Galax,Virginia,0.0,-0.0,0.05,0.0,-0.08
"Galesburg, Illinois",Galesburg,Illinois,-0.03,0.08,-0.03,-0.01,-0.05
"Gallatin, Tennessee",Gallatin,Tennessee,-0.02,0.05,-0.02,0.01,-0.08
"Gallipolis, Ohio",Gallipolis,Ohio,-0.07,0.08,-0.02,0.01,-0.04
"Galloway, New Jersey",Galloway,New Jersey,-0.03,0.01,0.01,0.01,-0.05
"Gallup, New Mexico",Gallup,New Mexico,0.0,-0.01,0.06,0.02,0.03
"Galt, California",Galt,California,-0.01,-0.03,0.02,0.02,-0.04
"Galveston, Texas",Galveston,Texas,0.01,-0.07,-0.05,0.05,0.07
"Garden City, Kansas",Garden City,Kansas,-0.0,0.05,0.06,0.0,-0.01
"Garden City, Michigan",Garden City,Michigan,0.03,0.08,0.02,-0.01,-0.02
"Garden City, New York",Garden City,New York,0.01,0.03,-0.01,-0.02,0.01
"Garden Grove, California",Garden Grove,California,-0.08,-0.0,0.05,-0.06,0.04
"Gardena, California",Gardena,California,-0.02,0.03,-0.02,-0.03,-0.03
"Gardendale, Alabama",Gardendale,Alabama,0.01,0.02,0.05,-0.0,-0.07
"Gardner, Kansas",Gardner,Kansas,0.01,0.03,0.03,-0.01,-0.07
"Gardner, Massachusetts",Gardner,Massachusetts,0.02,0.02,0.08,-0.0,0.04
"Gardnerville, Nevada",Gardnerville,Nevada,-0.01,-0.05,0.05,0.02,-0.07
"Garfield Heights, Ohio",Garfield Heights,Ohio,0.01,0.0,0.03,0.02,-0.06
"Garfield, New Jersey",Garfield,New Jersey,-0.02,0.07,-0.01,-0.04,-0.02
"Garland, Texas",Garland,Texas,0.03,-0.01,0.02,-0.03,-0.05
"Garner, North Carolina",Garner,North Carolina,0.05,-0.03,0.03,0.02,-0.01
"Gary, Indiana",Gary,Indiana,0.08,-0.15,-0.03,0.11,0.16
"Gastonia, North Carolina",Gastonia,North Carolina,0.01,0.07,0.07,-0.01,0.01
"Gautier, Mississippi",Gautier,Mississippi,0.03,-0.01,0.01,0.04,-0.1
"Gaylord, Michigan",Gaylord,Michigan,0.0,0.0,0.03,-0.0,-0.03
"Geneseo, Illinois",Geneseo,Illinois,-0.0,0.02,0.02,0.02,-0.06
"Geneva, Illinois",Geneva,Illinois,0.01,-0.01,0.03,0.0,0.04
"Geneva, New York",Geneva,New York,-0.02,0.05,-0.04,-0.01,0.02
"Georgetown, Kentucky",Georgetown,Kentucky,0.04,0.01,0.04,0.0,-0.12
"Georgetown, South Carolina",Georgetown,South Carolina,0.01,0.01,0.03,-0.01,-0.0
"Georgetown, Texas",Georgetown,Texas,-0.02,0.0,0.04,-0.01,-0.03
"Germantown, Maryland",Germantown,Maryland,-0.05,0.02,-0.02,-0.09,-0.09
"Germantown, Tennessee",Germantown,Tennessee,0.01,-0.04,0.04,-0.01,-0.02
"Germantown, Wisconsin",Germantown,Wisconsin,0.0,-0.03,0.01,-0.01,0.02
"Gettysburg, Pennsylvania",Gettysburg,Pennsylvania,-0.01,0.01,0.03,0.01,0.0
"Gig Harbor, Washington",Gig Harbor,Washington,-0.01,-0.01,0.1,-0.01,-0.03
"Gilbert, Arizona",Gilbert,Arizona,0.01,-0.05,0.13,-0.01,-0.11
"Gillette, Wyoming",Gillette,Wyoming,0.01,0.03,0.07,0.01,-0.03
"Gilroy, California",Gilroy,California,-0.0,0.02,0.01,-0.02,-0.0
"Gladstone, Missouri",Gladstone,Missouri,-0.01,0.03,-0.03,0.02,0.0
"Gladwin, Michigan",Gladwin,Michigan,-0.05,0.0,0.0,-0.01,-0.05
"Glasgow, Kentucky",Glasgow,Kentucky,-0.03,0.15,-0.02,-0.01,-0.12
"Glassboro, New Jersey",Glassboro,New Jersey,0.01,-0.01,-0.0,-0.02,-0.03
"Glastonbury, Connecticut",Glastonbury,Connecticut,0.05,0.01,0.01,-0.07,-0.01
"Glen Allen, Virginia",Glen Allen,Virginia,-0.04,0.01,0.05,-0.02,-0.02
"Glen Burnie, Maryland",Glen Burnie,Maryland,-0.02,0.08,0.01,-0.01,-0.07
"Glen Cove, New York",Glen Cove,New York,-0.01,0.04,0.03,0.0,0.04
"Glen Ellyn, Illinois",Glen Ellyn,Illinois,0.01,-0.02,0.07,0.03,0.07
"Glen Rock, New Jersey",Glen Rock,New Jersey,0.01,0.05,0.0,-0.03,0.05
"Glendale Heights, Illinois",Glendale Heights,Illinois,0.01,0.07,-0.06,-0.02,-0.01
"Glendale, Arizona",Glendale,Arizona,-0.07,0.03,0.05,0.01,-0.05
"Glendale, California",Glendale,California,0.02,-0.04,0.04,-0.04,0.09
"Glendale, New York",Glendale,New York,-0.0,0.03,-0.04,-0.03,-0.04
"Glendora, California",Glendora,California,0.03,-0.0,0.04,0.01,0.02
"Glenpool, Oklahoma",Glenpool,Oklahoma,0.01,-0.0,0.04,0.01,-0.09
"Glens Falls, New York",Glens Falls,New York,-0.03,0.08,-0.0,-0.01,0.0
"Glenside, Pennsylvania",Glenside,Pennsylvania,-0.01,0.04,0.04,-0.02,-0.02
"Glenview, Illinois",Glenview,Illinois,-0.01,-0.03,0.03,-0.01,-0.05
"Gloucester City, New Jersey",Gloucester City,New Jersey,-0.01,0.07,0.01,-0.02,-0.06
"Gloucester, Massachusetts",Gloucester,Massachusetts,-0.02,0.1,-0.01,-0.03,0.04
"Gloucester, Virginia",Gloucester,Virginia,-0.02,0.0,-0.01,0.03,-0.09
"Gloversville, New York",Gloversville,New York,-0.04,0.09,0.0,-0.02,0.02
"Goffstown, New Hampshire",Goffstown,New Hampshire,-0.03,0.05,0.0,-0.06,0.01
"Golden Valley, Minnesota",Golden Valley,Minnesota,0.01,-0.02,0.02,0.01,-0.06
"Golden, Colorado",Golden,Colorado,-0.04,-0.05,0.04,0.01,-0.02
"Goldsboro, North Carolina",Goldsboro,North Carolina,-0.02,-0.01,0.03,-0.03,0.02
"Goleta, California",Goleta,California,-0.03,0.01,0.06,-0.01,-0.04
"Gonzales, Louisiana",Gonzales,Louisiana,0.01,0.04,0.05,0.0,-0.03
"Goodlettsville, Tennessee",Goodlettsville,Tennessee,-0.0,0.01,0.04,0.02,-0.09
"Goodyear, Arizona",Goodyear,Arizona,0.0,-0.05,0.03,0.02,-0.01
"Goose Creek, South Carolina",Goose Creek,South Carolina,0.0,0.03,0.0,0.01,0.01
"Gorham, Maine",Gorham,Maine,-0.04,0.02,0.06,0.0,-0.03
"Goshen, Indiana",Goshen,Indiana,-0.05,0.04,0.0,-0.01,-0.02
"Goshen, New York",Goshen,New York,0.03,0.01,0.0,-0.0,0.03
